Key,Translation
ItemTooltip.ShroomiteMask,"15% increased bullet damage
5% increased ranged critical strike chance"
ItemTooltip.ShroomMinecart,'The shroom goes vroom'
ItemTooltip.ShuckedOyster,"{$CommonItemTooltip.MinorStats}
'Aw, shucks!'"
ItemTooltip.Sickle,Allows the collection of hay from grass
ItemTooltip.SilkRope,Can be climbed on
ItemTooltip.SilkRopeCoil,Throw to create a climbable line of silk rope
ItemTooltip.SillyBalloonGreen,'Smells like mint and glee'
ItemTooltip.SillyBalloonGreenWall,'Smells like mint and glee'
ItemTooltip.SillyBalloonMachine,It never stops celebrating!
ItemTooltip.SillyBalloonPink,'Smells like bubblegum and happiness'
ItemTooltip.SillyBalloonPinkWall,'Smells like bubblegum and happiness'
ItemTooltip.SillyBalloonPurple,'Smells like lavender and enthusiasm'
ItemTooltip.SillyBalloonPurpleWall,'Smells like lavender and enthusiasm'
ItemTooltip.SillyStreamerBlue,Oddly durable enough to climb!
ItemTooltip.SillyStreamerGreen,Oddly durable enough to climb!
ItemTooltip.SillyStreamerPink,Oddly durable enough to climb!
ItemTooltip.SilverWatch,Tells the time
ItemTooltip.Skelehead,{$PaintingArtist.Myhre}
ItemTooltip.SkeletonArcherBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.SkeletonArcher}
ItemTooltip.SkeletonBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.Skeleton}
ItemTooltip.SkeletonCommandoBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.SkeletonCommando}
ItemTooltip.SkeletonMageBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.DarkCaster}
ItemTooltip.SkeletonSniperBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.SkeletonSniper}
ItemTooltip.SkeletronBossBag,{$CommonItemTooltip.RightClickToOpen}
ItemTooltip.SkeletronPetItem,"Summons a small Skeletron
'A skull with unimaginable power dulled.'"
ItemTooltip.SkeletronPrimeBossBag,{$CommonItemTooltip.RightClickToOpen}
ItemTooltip.SkeletronPrimePetItem,"Summons a miniature Skeletron Prime
'We can rebuild it.'"
ItemTooltip.SkellingtonJSkellingsworth,{$PaintingArtist.Garner}
ItemTooltip.SkiphsHelm,{$CommonItemTooltip.DevItem}
ItemTooltip.SkiphsPants,{$CommonItemTooltip.DevItem}
ItemTooltip.SkiphsShirt,{$CommonItemTooltip.DevItem}
ItemTooltip.SkiphsWings,"{$CommonItemTooltip.DevItem}
{$CommonItemTooltip.FlightAndSlowfall}"
ItemTooltip.SkyBlueFlower,Used to make Sky Blue Dye
ItemTooltip.SkyBlueString,{$CommonItemTooltip.String}
ItemTooltip.SkyGuardian,{$PaintingArtist.Crowno}
ItemTooltip.SkyMill,{$CommonItemTooltip.SpecialCrafting}
ItemTooltip.SliceOfCake,'Stuff your face. Stuff someone else's face. Whatever.'
ItemTooltip.SlimeBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.BlueSlime}
ItemTooltip.SlimeCrown,Summons King Slime
ItemTooltip.SlimeGun,Squirts a harmless stream of slime
ItemTooltip.SlimerBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.Slimer}
ItemTooltip.SlimeStaff,Summons a baby slime to fight for you
ItemTooltip.SlimySaddle,Summons a rideable Slime mount
ItemTooltip.Smolstar,"Summons an Enchanted Dagger to fight for you
Ignores a substantial amount of enemy defense
'Don't let their small size fool you'"
ItemTooltip.SmoothieofDarkness,"{$CommonItemTooltip.MinorStats}
'Come to the dark side, we have smoothies'"
ItemTooltip.SnakesIHateSnakes,{$PaintingArtist.Xman101}
ItemTooltip.SnatcherBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.Snatcher}
ItemTooltip.SniperRifle,"Shoots a powerful, high velocity bullet
<right> to zoom out"
ItemTooltip.SniperScope,"Increases view range for guns (<right> to zoom out)
10% increased ranged damage and critical strike chance"
ItemTooltip.SnowBallaBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.SnowBalla}
ItemTooltip.SnowballLauncher,Rapidly launches snowballs
ItemTooltip.SnowCloudBlock,Prevents fall damage
ItemTooltip.SnowFallBlock,A lot cooler than a snow globe
ItemTooltip.SnowFallWall,A lot cooler than a snow globe
ItemTooltip.SnowFlinxBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.SnowFlinx}
ItemTooltip.SnowGlobe,Summons the Frost Legion
ItemTooltip.SnowmanCannon,Launches homing missiles
ItemTooltip.SnowmanGangstaBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.SnowmanGangsta}
ItemTooltip.SolarCoriteBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.SolarCorite}
ItemTooltip.SolarCrawltipedeBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.SolarCrawltipedeHead}
ItemTooltip.SolarDrakomireBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.SolarDrakomire}
ItemTooltip.SolarDrakomireRiderBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.SolarDrakomireRider}
ItemTooltip.SolarEruption,'Strike with the fury of the sun'
ItemTooltip.SolarFlareBreastplate,"29% increased melee damage
Grants minor life regeneration
Enemies are more likely to target you"
ItemTooltip.SolarFlareHelmet,"26% increased melee critical strike chance
Grants minor life regeneration
Enemies are more likely to target you"
ItemTooltip.SolarFlareLeggings,"15% increased movement and melee speed
Grants minor life regeneration
Enemies are more likely to target you"
ItemTooltip.SolarMonolith,'Wield a small amount of power from the Solar Tower'
ItemTooltip.SolarSolenianBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.SolarSolenian}
ItemTooltip.SolarSrollerBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.SolarSroller}
ItemTooltip.SolarTablet,Summons the Eclipse
ItemTooltip.Solidifier,Used to craft objects
ItemTooltip.SomethingEvilisWatchingYou,{$PaintingArtist.Moosdijk}
ItemTooltip.SonarPotion,Detects hooked fish
ItemTooltip.SorcererEmblem,15% increased magic damage
ItemTooltip.SoulDrain,Drains life from enemies
ItemTooltip.SoulofFlight,'The essence of powerful flying creatures'
ItemTooltip.SoulofFright,'The essence of pure terror'
ItemTooltip.SoulofLight,'The essence of light creatures'
ItemTooltip.SoulofMight,'The essence of the destroyer'
ItemTooltip.SoulofNight,'The essence of dark creatures'
ItemTooltip.SoulofSight,'The essence of omniscient watchers'
ItemTooltip.Spaghetti,"{$CommonItemTooltip.MajorStats}
'Al dente!'"
ItemTooltip.SparkleGuitar,'These chords are out of this world'
ItemTooltip.SparkyPainting,"{$PaintingArtist.Crowno}
'In loving memory'"
ItemTooltip.SpectreBoots,"Allows flight
The wearer can run super fast"
ItemTooltip.SpectreGoggles,"Enables Echo Sight, showing hidden blocks"
ItemTooltip.SpectreMask,"Increases maximum mana by 60 and reduces mana usage by 13%
10% increased magic damage and critical strike chance"
ItemTooltip.SpectrePaintbrush,Used with paint to color blocks
ItemTooltip.SpectrePaintRoller,Used with paint to color walls
ItemTooltip.SpectrePaintScraper,"Used to remove paint
Can sometimes collect moss"
ItemTooltip.SpectrePants,"8% increased magic damage
8% increased movement speed"
ItemTooltip.SpectreRobe,7% increased magic damage and critical strike chance
ItemTooltip.SpectreStaff,Summons a lost soul to chase your foes
ItemTooltip.SpellTome,Can be enchanted
ItemTooltip.SpelunkerGlowstick,Exposes nearby treasure
ItemTooltip.SpelunkerPotion,Shows the location of treasure and ore
ItemTooltip.SpiderBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.WallCreeper}
ItemTooltip.SpiderBreastplate,"Increases your max number of minions by 1
Increases minion damage by 5%"
ItemTooltip.SpiderEgg,Summons a pet spider
ItemTooltip.SpiderGreaves,"Increases your max number of minions by 1
Increases minion damage by 6%"
ItemTooltip.SpiderMask,"Increases your max number of minions by 1
Increases minion damage by 5%"
ItemTooltip.SpiderSinkSpiderSinkDoesWhateverASpiderSinkDoes,"'Spider-sink, Spider-sink, does whatever a spider can...'"
ItemTooltip.SpiderStaff,Summons spiders to fight for you
ItemTooltip.SpikedIceSlimeBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.SpikedIceSlime}
ItemTooltip.SpikedJungleSlimeBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.SpikedJungleSlime}
ItemTooltip.SplinterlingBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.Splinterling}
ItemTooltip.SpookyBreastplate,"Increases your max number of minions by 2
Increases minion damage by 11%"
ItemTooltip.SpookyHelmet,"Increases your max number of minions by 1
Increases minion damage by 11%"
ItemTooltip.SpookyLeggings,"Increases your max number of minions by 1
Increases minion damage by 11%
20% increased movement speed"
ItemTooltip.SpookyWings,{$CommonItemTooltip.FlightAndSlowfall}
ItemTooltip.SpookyWoodMountItem,"Summons a rideable tree mount
'A wand crafted from the branch of a cursed tree.'"
ItemTooltip.SporeBatBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.SporeBat}
ItemTooltip.SporeSac,Summons spores over time that will damage enemies
ItemTooltip.SporeSkeletonBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.SporeSkeleton}
ItemTooltip.SporeZombieBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.ZombieMushroom}
ItemTooltip.SquidBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.Squid}
ItemTooltip.SquireAltHead,เพิ่มจำนวนสูงสุดของ sentries  อีก 2 จำนวน and increases minion and melee damage by 10%
ItemTooltip.SquireAltPants,20% increased minion damage and melee critical strike chance and movement speed
ItemTooltip.SquireAltShirt,30% increased minion damage and massively increased life regeneration
ItemTooltip.SquireGreatHelm,เพิ่มจำนวนสูงสุดของ sentries  อีก 1 จำนวน and increases your life regeneration
ItemTooltip.SquireGreaves,"15% increased minion damage, 15% increased melee critical strike chance and movement speed"
ItemTooltip.SquirePlating,15% increased minion and melee damage
ItemTooltip.SquireShield,{$ItemTooltip.HuntressBuckler}
ItemTooltip.SquirrelHook,"Grapple onto trees like a real squirrel!
'In the tree, part of the tree'"
ItemTooltip.StaffofEarth,Summons a powerful boulder
ItemTooltip.StaffofRegrowth,"Creates grass on dirt
Increases alchemy plant collection when used to gather"
ItemTooltip.StaffoftheFrostHydra,"{$CommonItemTooltip.Sentry}
Summons a powerful frost hydra to spit ice at your enemies"
ItemTooltip.StalkersQuiver,"Increases arrow damage by 10% and greatly increases arrow speed
20% chance not to consume arrows
Enemies are less likely to target you"
ItemTooltip.StarCannon,Shoots fallen stars
ItemTooltip.StarCloak,Causes stars to fall after taking damage
ItemTooltip.StardustBreastplate,"Increases your max number of minions by 2
Increases minion damage by 22%"
ItemTooltip.StardustCellStaff,"Summons a stardust cell to fight for you
'Cultivate the most beautiful cellular infection'"
ItemTooltip.StardustDragonStaff,"Summons a stardust dragon to fight for you
'Who needs a horde of minions when you have a giant dragon?'"
ItemTooltip.StardustHelmet,"Increases your max number of minions by 1
Increases minion damage by 22%"
ItemTooltip.StardustJellyfishBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.StardustJellyfishBig}
ItemTooltip.StardustLargeCellBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.StardustCellBig}
ItemTooltip.StardustLeggings,"Increases your max number of minions by 2
Increases minion damage by 22%"
ItemTooltip.StardustMonolith,'Wield a small amount of power from the Stardust Tower'
ItemTooltip.StardustSmallCellBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.None}
ItemTooltip.StardustSoldierBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.StardustSoldier}
ItemTooltip.StardustSpiderBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.StardustSpiderBig}
ItemTooltip.StardustWormBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.StardustWormHead}
ItemTooltip.Starfruit,{$CommonItemTooltip.MediumStats}
ItemTooltip.Starfury,"Causes stars to rain from the sky
'Forged with the fury of heaven'"
ItemTooltip.StarinaBottle,Increases mana regeneration when placed nearby
ItemTooltip.StarryNight,{$PaintingArtist.Crowno}
ItemTooltip.StarTopper1,{$CommonItemTooltip.PlaceableOnXmasTree}
ItemTooltip.StarTopper2,{$CommonItemTooltip.PlaceableOnXmasTree}
ItemTooltip.StarTopper3,{$CommonItemTooltip.PlaceableOnXmasTree}
ItemTooltip.StarVeil,Causes stars to fall and increases length of invincibility after taking damage
ItemTooltip.StarWrath,Causes stars to rain from the sky
ItemTooltip.Steak,"{$CommonItemTooltip.MajorStats}
'Well done with ketchup!'"
ItemTooltip.SteampunkBoiler,{$CommonItemTooltip.SpecialCrafting}
ItemTooltip.SteampunkMinecart,'Steam powered!'
ItemTooltip.SteampunkWings,{$CommonItemTooltip.FlightAndSlowfall}
ItemTooltip.StickyBomb,"A small explosion that will destroy most tiles
'Tossing may be difficult.'"
ItemTooltip.StickyDynamite,"A large explosion that will destroy most tiles
'Tossing may be difficult.'"
ItemTooltip.StickyGrenade,"A small explosion that will not destroy tiles
'Tossing may be difficult.'"
ItemTooltip.StillLife,{$PaintingArtist.Crowno}
ItemTooltip.StingerNecklace,"Increases armor penetration by 5
Releases bees and douses the user in honey when damaged"
ItemTooltip.StinkPotion,Throw this to make someone smell terrible
ItemTooltip.Stopwatch,Displays how fast the player is moving
ItemTooltip.StormTigerStaff,Summons a white tiger to fight for you
ItemTooltip.StrangeBrew,'It looks and smells terrible'
ItemTooltip.StrangeGlowingMushroom,Summons a Baby Truffle
ItemTooltip.StrangePlant1,Can be traded for rare dyes
ItemTooltip.StrangePlant2,Can be traded for rare dyes
ItemTooltip.StrangePlant3,Can be traded for rare dyes
ItemTooltip.StrangePlant4,Can be traded for rare dyes
ItemTooltip.Stynger,"Shoots an explosive bolt
Does extra damage on a direct hit"
ItemTooltip.StyngerBolt,Explodes into deadly shrapnel
ItemTooltip.SugarCookie,"{$CommonItemTooltip.MajorStats}
'You'll bounce off the walls!'"
ItemTooltip.SummonerEmblem,15% increased minion damage
ItemTooltip.SummoningPotion,Increases your max number of minions by 1
ItemTooltip.Sundial,Allows time to fast forward one day per week
ItemTooltip.Sunflowers,{$PaintingArtist.Garner}
ItemTooltip.Sunglasses,'Makes you look cool!'
ItemTooltip.SunStone,"If worn during the day, grants minor increase to damage, melee speed, critical strike chance,
life regeneration, defense, mining speed, and minion knockback"
ItemTooltip.SuperAbsorbantSponge,Capable of soaking up an endless amount of water
ItemTooltip.SuperheatedBlood,"Summons a rideable lava shark mount
'Bloody hell!'"
ItemTooltip.SuperStarCannon,"'Sure, Brain, but where are you going to get enough stars for this?'"
ItemTooltip.SuspiciousLookingEye,Summons the Eye of Cthulhu
ItemTooltip.SuspiciousLookingTentacle,"Calls upon a suspicious looking eye to provide light
'I know what you're thinking....'"
ItemTooltip.SwampThingBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.SwampThing}
ItemTooltip.SweetheartNecklace,"Releases bees, douses the user in honey and increases movement speed when damaged"
ItemTooltip.SwiftnessPotion,25% increased movement speed
ItemTooltip.SwordWhip,"9 summon tag damage
{$CommonItemTooltip.Whips}
Strike enemies to gain attack speed"
ItemTooltip.Tabi,"Allows the ability to dash
Double tap a direction"
ItemTooltip.TackleBox,Decreases chance of bait consumption
ItemTooltip.TacticalSkeletonBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.TacticalSkeleton}
ItemTooltip.TallyCounter,Displays how many monsters have been killed
ItemTooltip.TartarSauce,Summons a mini minotaur
ItemTooltip.TatteredFairyWings,{$CommonItemTooltip.FlightAndSlowfall}
ItemTooltip.Teacup,"{$CommonItemTooltip.MinorStats}
'A must-have for tea parties'"
ItemTooltip.TealMushroom,Used to make Teal Dye
ItemTooltip.TealString,{$CommonItemTooltip.String}
ItemTooltip.TeleportationPotion,Teleports you to a random location
ItemTooltip.TeleportationPylonDesert,{$CommonItemTooltip.TeleportationPylon}
ItemTooltip.TeleportationPylonHallow,{$CommonItemTooltip.TeleportationPylon}
ItemTooltip.TeleportationPylonJungle,{$CommonItemTooltip.TeleportationPylon}
ItemTooltip.TeleportationPylonMushroom,{$CommonItemTooltip.TeleportationPylon}
ItemTooltip.TeleportationPylonOcean,{$CommonItemTooltip.TeleportationPylon}
ItemTooltip.TeleportationPylonPurity,{$CommonItemTooltip.TeleportationPylon}
ItemTooltip.TeleportationPylonSnow,{$CommonItemTooltip.TeleportationPylon}
ItemTooltip.TeleportationPylonUnderground,{$CommonItemTooltip.TeleportationPylon}
ItemTooltip.TeleportationPylonVictory,"Teleport to another pylon
Can function anywhere
'You must construct additional pylons'"
ItemTooltip.TempestStaff,Summons sharknados to fight for you
ItemTooltip.TempleKey,Opens the jungle temple door
ItemTooltip.Terragrim,Unleashes a dicing flurry
ItemTooltip.TerrarianGothic,{$PaintingArtist.Garner}
ItemTooltip.TerrasparkBoots,"Allows flight, super fast running, and extra mobility on ice
8% increased movement speed
Provides the ability to walk on water, honey & lava
Grants immunity to fire blocks and 7 seconds of immunity to lava
Reduces damage from touching lava"
ItemTooltip.TerraToilet,Seriously? THIS is what you used the Broken Hero Sword for?
ItemTooltip.TheBrideBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.TheBride}
ItemTooltip.TheBrideDress,'Mawwiage...'
ItemTooltip.TheBrideHat,'Wuv... twue wuv...'
ItemTooltip.TheCreationoftheGuide,{$PaintingArtist.Garner}
ItemTooltip.TheCursedMan,{$PaintingArtist.Garner}
ItemTooltip.TheDestroyer,{$PaintingArtist.Moosdijk}
ItemTooltip.TheEyeSeestheEnd,{$PaintingArtist.Garner}
ItemTooltip.TheGroomBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.TheGroom}
ItemTooltip.TheGuardiansGaze,{$PaintingArtist.Kolf}
ItemTooltip.TheHangedMan,{$PaintingArtist.Garner}
ItemTooltip.TheHorsemansBlade,Summons Pumpkin heads to attack your enemies
ItemTooltip.TheLandofDeceivingLooks,{$PaintingArtist.Crowno}
ItemTooltip.TheMerchant,{$PaintingArtist.Garner}
ItemTooltip.ThePersistencyofEyes,{$PaintingArtist.Crowno}
ItemTooltip.ThePlan,Immunity to Slow and Confusion
ItemTooltip.ThePossessedBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.ThePossessed}
ItemTooltip.TheSandsOfSlime,{$PaintingArtist.Criddle}
ItemTooltip.TheScreamer,{$PaintingArtist.Crowno}
ItemTooltip.TheTwinsHaveAwoken,{$PaintingArtist.Moosdijk}
ItemTooltip.ThinIce,"Breaks when fallen on
'Watch your step'"
ItemTooltip.ThornsPotion,Attackers also take damage
ItemTooltip.ThornWhip,"6 summon tag damage
{$CommonItemTooltip.Whips}
Strike enemies to gain attack speed"
ItemTooltip.ThroughtheWindow,{$PaintingArtist.Crowno}
ItemTooltip.TigerClimbingGear,Allows the ability to climb walls
ItemTooltip.TikiMask,"Increases your max number of minions by 1
Increases minion damage by 10%"
ItemTooltip.TikiPants,"Increases your max number of minions by 1
Increases minion damage by 10%"
ItemTooltip.TikiShirt,"Increases your max number of minions by 1
Increases minion damage by 10%"
ItemTooltip.TikiTotem,Summons a Tiki Spirit
ItemTooltip.TimBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.Tim}
ItemTooltip.TimelessTravelerBottom,"'...And passing of aeons!'
Concept by DisRicardo"
ItemTooltip.TimelessTravelerHood,"'May time itself with gentle hands'
'Guide you, who travel on...'
Concept by DisRicardo"
